N,Q,A,TRI,OD
2.24,230.00,292.95,80.00,0.80
2.23,230.00,284.16,80.00,0.80
2.22,230.00,275.50,80.00,0.80
2.21,230.00,266.28,80.00,0.80
2.20,230.00,257.40,80.00,0.80
2.20,230.00,249.05,80.00,0.80
2.19,230.00,240.23,80.00,0.80
2.19,230.00,231.96,80.00,0.80
2.19,230.00,230.09,80.00,0.80
2.20,230.00,228.02,80.00,0.80
2.20,230.00,226.30,80.00,0.80
2.21,230.00,224.37,80.00,0.80
2.21,230.00,222.67,80.00,0.80
2.22,230.00,221.22,80.00,0.80
2.22,230.00,219.71,80.00,0.80
2.22,230.00,218.36,80.00,0.80
2.22,230.00,217.17,80.00,0.80
2.22,230.00,215.94,80.00,0.80
2.22,230.00,214.82,80.00,0.80
2.22,230.00,213.67,80.00,0.80
2.22,230.00,212.66,80.00,0.80
2.21,230.00,211.54,80.00,0.80
2.21,230.00,210.55,80.00,0.80
2.21,230.00,209.56,80.00,0.80
2.21,230.00,208.74,80.00,0.80
2.21,230.00,207.83,80.00,0.80
2.21,230.00,206.87,80.00,0.80
2.21,230.00,206.10,80.00,0.80
2.21,230.00,205.23,80.00,0.80
2.21,230.00,204.50,80.00,0.80
2.21,230.00,203.68,80.00,0.80
2.21,230.00,202.92,80.00,0.80
2.20,230.00,195.19,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,189.54,80.00,0.80
2.20,230.00,171.05,421.00,0.80
2.17,230.00,110.32,421.00,0.80
2.10,230.00,102.52,421.00,0.80
2.04,230.00,102.13,421.00,0.80
2.01,230.00,101.55,421.00,0.80
1.99,230.00,101.14,421.00,0.80
1.97,230.00,100.88,421.00,0.80
1.96,230.00,100.79,421.00,0.80
1.95,230.00,99.34,421.00,0.80
1.95,230.00,97.06,421.00,0.80
1.94,230.00,97.69,421.00,0.80
1.94,230.00,98.87,421.00,0.80
1.94,230.00,97.17,421.00,0.80
1.94,230.00,99.71,421.00,0.80
1.93,230.00,105.99,421.00,0.80
1.93,230.00,96.50,421.00,0.80
1.93,230.00,94.10,421.00,0.80
1.93,230.00,104.66,421.00,0.80
1.93,230.00,95.23,421.00,0.80
1.93,230.00,98.47,421.00,0.80
1.93,230.00,97.58,421.00,0.80
1.93,230.00,101.14,421.00,0.80
1.93,230.00,97.01,421.00,0.80
1.94,230.00,95.81,421.00,0.80
1.94,230.00,47.99,600.00,0.80
1.94,230.00,46.52,600.00,0.80
1.94,230.00,47.54,600.00,0.80
1.95,230.00,46.36,600.00,0.80
1.97,230.00,45.82,600.00,0.80
1.98,230.00,44.66,600.00,0.80
1.99,230.00,45.39,600.00,0.80
2.00,230.00,45.10,600.00,0.80
2.00,230.00,44.98,600.00,0.80
2.01,230.00,44.89,600.00,0.80
2.01,230.00,44.49,600.00,0.80
2.01,230.00,43.97,600.00,0.80
2.02,230.00,43.01,600.00,0.80
2.02,230.00,42.36,600.00,0.80
2.02,230.00,42.03,600.00,0.80
2.02,230.00,42.07,600.00,0.80
2.02,230.00,42.52,600.00,0.80
2.02,230.00,43.07,600.00,0.80
2.02,230.00,42.75,600.00,0.80
2.03,230.00,42.31,600.00,0.80
2.03,230.00,41.87,600.00,0.80
2.03,230.00,41.09,600.00,0.80
2.03,230.00,40.53,600.00,0.80
2.03,230.00,40.75,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,41.40,600.00,0.80
2.04,230.00,369.82,600.00,2.00
2.11,230.00,359.67,600.00,2.00
2.24,230.00,365.12,600.00,2.00
2.35,230.00,347.21,600.00,2.00
2.43,230.00,337.74,600.00,2.00
2.49,230.00,347.79,600.00,2.00
2.54,230.00,338.36,600.00,2.00
2.58,230.00,333.41,600.00,2.00
2.61,230.00,385.49,600.00,2.00
2.63,230.00,341.71,600.00,2.00
2.64,230.00,337.16,600.00,2.00
2.66,230.00,351.84,600.00,2.00
2.67,230.00,334.90,600.00,2.00
2.69,230.00,311.61,600.00,2.00
2.69,230.00,316.27,600.00,2.00
2.70,230.00,338.81,600.00,2.00
2.71,230.00,338.35,600.00,2.00
2.71,230.00,326.79,600.00,2.00
2.72,230.00,329.45,600.00,2.00
2.72,230.00,328.53,600.00,2.00
2.72,230.00,326.60,600.00,2.00
2.73,230.00,338.59,600.00,2.00
2.73,230.00,326.47,600.00,2.00
2.73,230.00,336.78,600.00,2.00
2.73,230.00,336.35,600.00,2.00
2.73,230.00,330.10,600.00,2.00
2.73,230.00,315.63,600.00,2.00
2.74,230.00,333.15,600.00,2.00
2.74,230.00,320.99,600.00,2.00
2.74,230.00,398.95,600.00,2.00
2.74,230.00,335.23,600.00,2.00
2.74,230.00,335.52,600.00,2.00
2.74,230.00,330.43,600.00,2.00
2.74,230.00,326.20,600.00,2.00
2.74,230.00,330.08,600.00,2.00
2.74,230.00,313.06,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.75,230.00,329.97,600.00,2.00
2.76,230.00,327.49,421.00,2.00
2.75,230.00,328.49,421.00,2.00
2.74,230.00,331.95,421.00,2.00
2.70,230.00,332.80,421.00,2.00
2.67,230.00,326.61,421.00,2.00
2.64,230.00,338.21,421.00,2.00
2.62,230.00,309.51,421.00,2.00
2.61,230.00,318.85,421.00,2.00
2.59,230.00,322.48,421.00,2.00
2.58,230.00,325.99,421.00,2.00
2.58,230.00,332.18,421.00,2.00
2.57,230.00,334.28,421.00,2.00
2.57,230.00,335.28,421.00,2.00
2.56,230.00,330.81,421.00,2.00
2.56,230.00,328.13,421.00,2.00
2.56,230.00,326.62,421.00,2.00
2.56,230.00,329.90,421.00,2.00
2.55,230.00,328.77,421.00,2.00
2.55,230.00,326.24,421.00,2.00
2.55,230.00,323.30,421.00,2.00
2.55,230.00,333.14,421.00,2.00
2.55,230.00,326.05,421.00,2.00
2.55,230.00,349.16,421.00,2.00
2.55,230.00,338.28,421.00,2.00
2.55,230.00,232.83,80.00,2.00
2.56,230.00,305.28,80.00,2.00
2.56,230.00,326.26,80.00,2.00
2.51,230.00,331.08,80.00,2.00
2.46,230.00,335.57,80.00,2.00
2.44,230.00,337.41,80.00,2.00
2.42,230.00,339.35,80.00,2.00
2.42,230.00,340.76,80.00,2.00
2.42,230.00,341.94,80.00,2.00
2.41,230.00,342.61,80.00,2.00
2.41,230.00,343.39,80.00,2.00
2.41,230.00,343.81,80.00,2.00
2.41,230.00,344.18,80.00,2.00
2.41,230.00,344.45,80.00,2.00
2.41,230.00,344.86,80.00,2.00
2.41,230.00,344.99,80.00,2.00
2.41,230.00,345.36,80.00,2.00
2.41,230.00,345.45,80.00,2.00
2.41,230.00,345.61,80.00,2.00
2.41,230.00,345.88,80.00,2.00
2.41,230.00,345.91,80.00,2.00
2.41,230.00,346.00,80.00,2.00
2.41,230.00,346.10,80.00,2.00
2.41,230.00,346.24,80.00,2.00
2.41,230.00,462.16,80.00,2.60
2.42,230.00,460.31,80.00,2.60
2.45,230.00,459.36,80.00,2.60
2.46,230.00,458.87,80.00,2.60
2.46,230.00,458.49,80.00,2.60
2.46,230.00,458.22,80.00,2.60
2.46,230.00,458.14,80.00,2.60
2.46,230.00,457.99,80.00,2.60
2.46,230.00,457.92,80.00,2.60
2.46,230.00,457.88,80.00,2.60
2.46,230.00,458.27,80.00,2.60
2.46,230.00,458.38,80.00,2.60
2.46,230.00,667.73,421.00,2.60
2.45,230.00,572.95,421.00,2.60
2.45,230.00,525.39,421.00,2.60
2.50,230.00,502.46,421.00,2.60
2.55,230.00,540.61,421.00,2.60
2.60,230.00,502.67,421.00,2.60
2.63,230.00,517.58,421.00,2.60
2.66,230.00,424.00,421.00,2.60
2.68,230.00,482.13,421.00,2.60
2.70,230.00,516.87,421.00,2.60
2.71,230.00,504.97,421.00,2.60
2.72,230.00,501.53,421.00,2.60
2.73,230.00,511.27,421.00,2.60
2.74,230.00,500.19,421.00,2.60
2.75,230.00,498.00,421.00,2.60
2.75,230.00,518.51,421.00,2.60
2.75,230.00,541.11,421.00,2.60
2.76,230.00,498.40,421.00,2.60
2.76,230.00,504.48,421.00,2.60
2.76,230.00,531.95,421.00,2.60
2.76,230.00,523.81,421.00,2.60
2.77,230.00,534.97,421.00,2.60
2.77,230.00,511.78,421.00,2.60
2.77,230.00,498.70,421.00,2.60
2.77,230.00,562.70,600.00,2.60
2.78,230.00,550.15,600.00,2.60
2.80,230.00,555.01,600.00,2.60
2.84,230.00,547.63,600.00,2.60
2.87,230.00,569.37,600.00,2.60
2.90,230.00,547.59,600.00,2.60
2.92,230.00,516.68,600.00,2.60
2.93,230.00,537.81,600.00,2.60
2.95,230.00,546.45,600.00,2.60
2.96,230.00,546.40,600.00,2.60
2.97,230.00,556.36,600.00,2.60
2.97,230.00,550.35,600.00,2.60
2.98,230.00,550.20,600.00,2.60
2.98,230.00,545.29,600.00,2.60
2.99,230.00,540.39,600.00,2.60
2.99,230.00,540.05,600.00,2.60
2.99,230.00,534.15,600.00,2.60
3.00,230.00,544.42,600.00,2.60
3.00,230.00,547.50,600.00,2.60
3.00,230.00,529.12,600.00,2.60
3.00,230.00,540.34,600.00,2.60
3.00,230.00,510.67,600.00,2.60
3.00,230.00,544.91,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.00,230.00,547.09,600.00,2.60
3.01,230.00,553.53,600.00,2.60
3.01,230.00,593.87,600.00,2.60
3.03,230.00,630.79,600.00,2.60
3.09,230.00,690.17,600.00,2.60
3.19,230.00,703.71,600.00,2.60
3.33,230.00,805.66,600.00,2.60
3.50,230.00,866.24,600.00,2.60
3.69,230.00,927.79,600.00,2.60
3.90,230.00,989.45,600.00,2.60
4.12,230.00,1051.67,600.00,2.60
4.35,230.00,1113.57,600.00,2.60
4.59,230.00,1175.03,600.00,2.60
4.84,230.00,1230.47,600.00,2.60
5.08,230.00,1271.96,600.00,2.60
5.31,230.00,1302.99,600.00,2.60
5.50,230.00,1327.40,600.00,2.60
5.66,230.00,1347.54,600.00,2.60
5.77,230.00,1364.53,600.00,2.60
5.86,230.00,1379.22,600.00,2.60
5.92,230.00,1392.21,600.00,2.60
5.96,230.00,1403.79,600.00,2.60
6.00,230.00,1414.27,600.00,2.60
6.02,230.00,1423.92,600.00,2.60
6.03,230.00,1432.94,600.00,2.60
6.03,230.00,1441.28,600.00,2.60
6.03,230.00,1449.27,600.00,2.60
6.03,230.00,1456.94,600.00,2.60
6.02,230.00,1464.21,600.00,2.60
6.02,230.00,1471.24,600.00,2.60
6.01,230.00,1478.06,600.00,2.60
6.00,230.00,1484.61,600.00,2.60
5.99,230.00,1490.95,600.00,2.60
5.98,230.00,1497.11,600.00,2.60
5.96,230.00,1503.06,600.00,2.60
5.95,230.00,1508.81,600.00,2.60
5.94,230.00,1514.37,600.00,2.60
5.93,230.00,1519.74,600.00,2.60
5.92,230.00,1524.93,600.00,2.60
5.91,230.00,1529.94,600.00,2.60
5.90,230.00,1534.77,600.00,2.60
5.89,230.00,1539.42,600.00,2.60
5.89,230.00,1543.90,600.00,2.60
5.88,230.00,1548.22,600.00,2.60
5.87,230.00,1552.37,600.00,2.60
5.86,230.00,1556.37,600.00,2.60
5.85,230.00,1560.20,600.00,2.60
5.85,230.00,1563.89,600.00,2.60
5.84,230.00,1567.43,600.00,2.60
5.83,230.00,1570.82,600.00,2.60
5.83,230.00,1574.08,600.00,2.60
5.82,230.00,1577.19,600.00,2.60
5.81,230.00,1580.18,600.00,2.60
5.81,230.00,1583.03,600.00,2.60
5.80,230.00,1585.77,600.00,2.60
5.80,230.00,1588.38,600.00,2.60
5.79,230.00,1590.87,600.00,2.60
5.78,230.00,1593.25,600.00,2.60
5.78,230.00,1595.52,600.00,2.60
5.77,230.00,1597.68,600.00,2.60
5.77,230.00,1599.74,600.00,2.60
5.76,230.00,1601.70,600.00,2.60
5.76,230.00,1603.57,600.00,2.60
5.76,230.00,1605.34,600.00,2.60
5.75,230.00,1607.02,600.00,2.60
5.75,230.00,1608.62,600.00,2.60
5.74,230.00,1610.14,600.00,2.60
5.74,230.00,1611.57,600.00,2.60
5.73,230.00,1612.92,600.00,2.60
5.73,230.00,1614.12,600.00,2.60
5.73,230.00,1615.28,600.00,2.60
5.72,230.00,1616.05,600.00,2.60
5.72,230.00,1617.70,600.00,2.60
5.72,230.00,1618.66,600.00,2.60
5.71,230.00,1619.59,600.00,2.60
5.71,230.00,1620.47,600.00,2.60
5.71,230.00,1621.32,600.00,2.60
5.70,230.00,1622.05,600.00,2.60
5.70,230.00,1622.80,600.00,2.60
5.70,230.00,1623.43,600.00,2.60
5.69,230.00,1624.08,600.00,2.60
5.69,230.00,1624.60,600.00,2.60
5.69,230.00,1625.12,600.00,2.60
5.68,230.00,1625.61,600.00,2.60
5.68,230.00,1626.01,600.00,2.60
5.68,230.00,1626.38,600.00,2.60
5.68,230.00,1626.79,600.00,2.60
5.67,230.00,1627.23,600.00,2.60
5.67,230.00,1627.24,600.00,2.60
5.67,230.00,1627.53,600.00,2.60
5.67,230.00,1627.69,600.00,2.60
5.66,230.00,1627.85,600.00,2.60
5.66,230.00,1628.00,600.00,2.60
5.66,230.00,1628.05,600.00,2.60
5.66,230.00,1628.11,600.00,2.60
5.66,230.00,1628.17,600.00,2.60
5.65,230.00,1628.13,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.63,230.00,1626.03,600.00,2.60
5.62,230.00,1626.03,600.00,2.60
5.62,230.00,1626.03,600.00,2.60
5.62,230.00,1626.03,600.00,2.60
5.62,230.00,1626.03,600.00,2.60
5.62,230.00,1626.03,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.61,230.00,1621.34,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.60,230.00,1615.26,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.59,230.00,1608.62,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.58,230.00,1601.94,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.57,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.56,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1595.52,600.00,2.60
5.55,230.00,1432.47,421.00,2.60
5.55,230.00,1462.13,421.00,2.60
5.54,230.00,1465.32,421.00,2.60
5.49,230.00,1466.52,421.00,2.60
5.44,230.00,1466.78,421.00,2.60
5.40,230.00,1467.95,421.00,2.60
5.37,230.00,1468.96,421.00,2.60
5.35,230.00,1469.83,421.00,2.60
5.34,230.00,1470.38,421.00,2.60
5.32,230.00,1470.81,421.00,2.60
5.31,230.00,1471.14,421.00,2.60
5.31,230.00,1471.37,421.00,2.60
5.30,230.00,1471.51,421.00,2.60
5.30,230.00,1471.58,421.00,2.60
5.29,230.00,1471.60,421.00,2.60
5.29,230.00,1471.59,421.00,2.60
5.29,230.00,1471.53,421.00,2.60
5.28,230.00,1471.46,421.00,2.60
5.28,230.00,1471.36,421.00,2.60
5.28,230.00,1471.24,421.00,2.60
5.28,230.00,1471.12,421.00,2.60
5.28,230.00,1470.98,421.00,2.60
5.28,230.00,1470.83,421.00,2.60
5.28,230.00,1470.69,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,1468.77,421.00,2.60
5.27,230.00,971.29,80.00,2.60
5.32,230.00,1105.28,80.00,2.60
5.38,230.00,1173.41,80.00,2.60
5.40,230.00,1192.23,80.00,2.60
5.46,230.00,1195.16,80.00,2.60
5.54,230.00,1195.66,80.00,2.60
5.60,230.00,1194.95,80.00,2.60
5.63,230.00,1193.78,80.00,2.60
5.65,230.00,1192.99,80.00,2.60
5.66,230.00,1191.86,80.00,2.60
5.66,230.00,1191.43,80.00,2.60
5.66,230.00,1190.13,80.00,2.60
5.66,230.00,1190.09,80.00,2.60
5.66,230.00,1189.69,80.00,2.60
5.67,230.00,1189.61,80.00,2.60
5.67,230.00,1188.59,80.00,2.60
5.67,230.00,1189.25,80.00,2.60
5.67,230.00,1188.46,80.00,2.60
5.67,230.00,1188.24,80.00,2.60
5.67,230.00,1188.55,80.00,2.60
5.67,230.00,1188.00,80.00,2.60
5.67,230.00,1188.15,80.00,2.60
5.67,230.00,1187.70,80.00,2.60
5.67,230.00,1187.08,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,1182.94,80.00,2.60
5.66,230.00,971.81,80.00,2.00
5.63,230.00,973.00,80.00,2.00
5.58,230.00,973.56,80.00,2.00
5.56,230.00,974.59,80.00,2.00
5.56,230.00,975.21,80.00,2.00
5.56,230.00,975.78,80.00,2.00
5.55,230.00,976.08,80.00,2.00
5.55,230.00,976.08,80.00,2.00
5.55,230.00,976.17,80.00,2.00
5.55,230.00,976.18,80.00,2.00
5.55,230.00,976.04,80.00,2.00
5.55,230.00,975.96,80.00,2.00
5.55,230.00,975.97,80.00,2.00
5.55,230.00,975.79,80.00,2.00
5.55,230.00,975.48,80.00,2.00
5.55,230.00,975.74,80.00,2.00
5.55,230.00,975.07,80.00,2.00
5.55,230.00,975.35,80.00,2.00
5.55,230.00,975.29,80.00,2.00
5.55,230.00,975.11,80.00,2.00
5.55,230.00,974.94,80.00,2.00
5.55,230.00,974.94,80.00,2.00
5.55,230.00,974.73,80.00,2.00
5.55,230.00,974.56,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.55,230.00,971.78,80.00,2.00
5.54,230.00,1407.83,421.00,2.00
5.46,230.00,1171.51,421.00,2.00
5.27,230.00,1151.70,421.00,2.00
5.16,230.00,1150.59,421.00,2.00
5.10,230.00,1151.01,421.00,2.00
5.07,230.00,1151.37,421.00,2.00
5.05,230.00,1151.42,421.00,2.00
5.03,230.00,1152.02,421.00,2.00
5.01,230.00,1152.15,421.00,2.00
5.00,230.00,1152.41,421.00,2.00
4.99,230.00,1152.58,421.00,2.00
4.99,230.00,1152.63,421.00,2.00
4.98,230.00,1152.70,421.00,2.00
4.98,230.00,1152.74,421.00,2.00
4.98,230.00,1152.78,421.00,2.00
4.98,230.00,1152.52,421.00,2.00
4.97,230.00,1152.81,421.00,2.00
4.97,230.00,1152.64,421.00,2.00
4.97,230.00,1152.72,421.00,2.00
4.97,230.00,1152.39,421.00,2.00
4.97,230.00,1152.23,421.00,2.00
4.97,230.00,1152.27,421.00,2.00
4.97,230.00,1152.14,421.00,2.00
4.97,230.00,1152.15,421.00,2.00
4.97,230.00,1229.35,600.00,2.00
4.96,230.00,1206.82,600.00,2.00
4.98,230.00,1205.01,600.00,2.00
5.02,230.00,1204.40,600.00,2.00
5.07,230.00,1203.43,600.00,2.00
5.10,230.00,1202.34,600.00,2.00
5.12,230.00,1201.28,600.00,2.00
5.14,230.00,1200.36,600.00,2.00
5.15,230.00,1199.84,600.00,2.00
5.17,230.00,1199.18,600.00,2.00
5.17,230.00,1198.62,600.00,2.00
5.18,230.00,1198.33,600.00,2.00
5.19,230.00,1198.01,600.00,2.00
5.19,230.00,1197.75,600.00,2.00
5.19,230.00,1197.51,600.00,2.00
5.20,230.00,1197.32,600.00,2.00
5.20,230.00,1197.16,600.00,2.00
5.20,230.00,1197.01,600.00,2.00
5.20,230.00,1196.89,600.00,2.00
5.20,230.00,1196.77,600.00,2.00
5.20,230.00,1196.68,600.00,2.00
5.20,230.00,1196.58,600.00,2.00
5.21,230.00,1196.50,600.00,2.00
5.21,230.00,1196.42,600.00,2.00
5.21,230.00,616.99,600.00,0.80
5.00,230.00,624.40,600.00,0.80
4.86,230.00,627.36,600.00,0.80
4.76,230.00,630.13,600.00,0.80
4.69,230.00,632.70,600.00,0.80
4.63,230.00,634.80,600.00,0.80
4.58,230.00,636.09,600.00,0.80
4.55,230.00,637.31,600.00,0.80
4.52,230.00,638.26,600.00,0.80
4.50,230.00,639.01,600.00,0.80
4.48,230.00,639.65,600.00,0.80
4.48,230.00,639.65,600.00,0.80
4.47,230.00,640.08,600.00,0.80
4.45,230.00,640.46,600.00,0.80
4.45,230.00,640.76,600.00,0.80
4.44,230.00,641.00,600.00,0.80
4.43,230.00,641.17,600.00,0.80
4.43,230.00,641.34,600.00,0.80
4.42,230.00,641.47,600.00,0.80
4.42,230.00,641.55,600.00,0.80
4.42,230.00,641.63,600.00,0.80
4.42,230.00,641.70,600.00,0.80
4.41,230.00,641.74,600.00,0.80
4.41,230.00,641.78,600.00,0.80
4.41,230.00,641.80,600.00,0.80
4.41,230.00,641.82,600.00,0.80
4.41,230.00,641.83,600.00,0.80
4.41,230.00,641.84,600.00,0.80
4.41,230.00,641.85,600.00,0.80
4.41,230.00,641.85,600.00,0.80
4.41,230.00,641.85,600.00,0.80
4.41,230.00,641.84,600.00,0.80
4.41,230.00,641.84,600.00,0.80
4.41,230.00,641.83,600.00,0.80
4.41,230.00,641.82,600.00,0.80
4.41,230.00,641.81,600.00,0.80
4.40,230.00,641.18,600.00,0.80
4.40,230.00,641.18,600.00,0.80
4.40,230.00,641.18,600.00,0.80
4.40,230.00,641.18,600.00,0.80
