N,Q,A,TRI,OD
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.92,208.00,4008.23,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.91,208.00,4008.78,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.90,208.00,4009.29,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.89,208.00,4009.74,600.00,2.00
19.88,208.00,4010.16,600.00,2.00
19.87,208.00,4010.57,600.00,2.00
19.86,208.00,4010.99,600.00,2.00
19.85,208.00,4011.41,600.00,2.00
19.84,208.00,4011.82,600.00,2.00
19.83,208.00,4012.24,600.00,2.00
19.82,208.00,4012.66,600.00,2.00
19.81,208.00,4013.07,600.00,2.00
19.80,208.00,4013.49,600.00,2.00
19.79,208.00,4013.91,600.00,2.00
19.78,208.00,4014.32,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.87,208.00,4010.55,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.86,208.00,4010.92,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.85,208.00,4011.26,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.84,208.00,4011.56,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,4011.85,600.00,2.00
19.83,208.00,2730.09,600.00,0.80
19.75,208.00,2765.65,600.00,0.80
19.56,208.00,2775.46,600.00,0.80
19.37,208.00,2780.53,600.00,0.80
19.26,208.00,2783.89,600.00,0.80
19.18,208.00,2785.88,600.00,0.80
19.13,208.00,2786.92,600.00,0.80
19.08,208.00,2787.42,600.00,0.80
19.04,208.00,2787.64,600.00,0.80
19.00,208.00,2787.72,600.00,0.80
18.97,208.00,2787.70,600.00,0.80
18.94,208.00,2787.63,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.77,208.00,2786.05,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.72,208.00,2784.40,600.00,0.80
18.73,208.00,2602.51,421.00,0.80
18.75,208.00,2696.20,421.00,0.80
18.85,208.00,2705.79,421.00,0.80
18.94,208.00,2705.66,421.00,0.80
18.98,208.00,2703.72,421.00,0.80
19.00,208.00,2702.20,421.00,0.80
19.02,208.00,2702.08,421.00,0.80
19.03,208.00,2701.38,421.00,0.80
19.05,208.00,2701.04,421.00,0.80
19.07,208.00,2700.93,421.00,0.80
19.08,208.00,2700.64,421.00,0.80
19.09,208.00,2700.48,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2698.21,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,2696.29,421.00,0.80
19.17,208.00,1733.92,80.00,0.80
19.24,208.00,2035.07,80.00,0.80
19.62,208.00,2201.07,80.00,0.80
20.50,208.00,2255.45,80.00,0.80
21.65,208.00,2271.76,80.00,0.80
22.68,208.00,2276.54,80.00,0.80
23.43,208.00,2278.66,80.00,0.80
23.94,208.00,2281.43,80.00,0.80
24.31,208.00,2282.51,80.00,0.80
24.61,208.00,2283.73,80.00,0.80
24.87,208.00,2285.08,80.00,0.80
25.09,208.00,2286.10,80.00,0.80
25.27,208.00,2287.14,80.00,0.80
25.42,208.00,2288.08,80.00,0.80
25.55,208.00,2288.96,80.00,0.80
25.66,208.00,2289.73,80.00,0.80
25.75,208.00,2290.49,80.00,0.80
25.82,208.00,2291.17,80.00,0.80
25.88,208.00,2291.80,80.00,0.80
25.94,208.00,2292.39,80.00,0.80
25.98,208.00,2292.92,80.00,0.80
26.01,208.00,2293.50,80.00,0.80
26.04,208.00,2294.02,80.00,0.80
26.06,208.00,2294.49,80.00,0.80
25.55,208.00,2288.96,80.00,0.80
26.10,208.00,2296.94,80.00,0.80
26.10,208.00,2298.90,80.00,0.80
26.16,208.00,2302.02,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.21,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.22,208.00,2304.28,80.00,0.80
26.23,208.00,2307.42,80.00,0.80
26.23,208.00,2307.42,80.00,0.80
26.23,208.00,2307.42,80.00,0.80
26.23,208.00,2307.42,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.24,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.27,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.29,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.31,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.32,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.33,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.34,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.35,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.36,208.00,2309.32,80.00,0.80
26.30,208.00,2302.84,80.00,0.80
26.30,208.00,2271.77,80.00,0.80
26.28,208.00,2215.22,80.00,0.80
26.15,208.00,2143.55,80.00,0.80
25.82,208.00,2067.63,80.00,0.80
25.22,208.00,1992.06,80.00,0.80
24.34,208.00,1918.73,80.00,0.80
23.23,208.00,1840.00,80.00,0.80
21.91,208.00,1707.04,80.00,0.80
20.45,208.00,1469.77,80.00,0.80
18.93,208.00,1315.93,80.00,0.80
17.45,208.00,1221.92,80.00,0.80
16.04,208.00,1155.64,80.00,0.80
14.68,208.00,1107.83,80.00,0.80
13.34,208.00,1061.44,80.00,0.80
12.09,208.00,1028.09,80.00,0.80
11.04,208.00,1010.87,80.00,0.80
10.21,208.00,999.97,80.00,0.80
9.46,208.00,991.57,80.00,0.80
8.49,208.00,984.33,80.00,0.80
6.59,208.00,978.37,80.00,0.80
6.37,208.00,976.32,80.00,0.80
6.04,208.00,975.77,80.00,0.80
6.09,208.00,973.07,80.00,0.80
6.10,208.00,968.16,80.00,0.80
6.03,208.00,959.82,80.00,0.80
6.01,208.00,949.63,80.00,0.80
6.02,208.00,940.12,80.00,0.80
5.99,208.00,930.72,80.00,0.80
5.95,208.00,921.51,80.00,0.80
5.91,208.00,897.30,80.00,0.80
5.86,208.00,873.73,80.00,0.80
5.82,208.00,851.85,80.00,0.80
5.56,208.00,814.83,80.00,0.80
5.46,208.00,793.61,80.00,0.80
5.46,208.00,793.61,80.00,0.80
5.46,208.00,793.61,80.00,0.80
5.45,208.00,793.61,80.00,0.80
5.45,208.00,793.61,80.00,0.80
5.45,208.00,793.61,80.00,0.80
5.44,208.00,793.61,80.00,0.80
5.44,208.00,793.61,80.00,0.80
5.44,208.00,793.61,80.00,0.80
5.43,208.00,793.61,80.00,0.80
5.43,208.00,793.61,80.00,0.80
5.42,208.00,766.76,80.00,0.80
5.42,208.00,766.76,80.00,0.80
5.42,208.00,766.76,80.00,0.80
5.41,208.00,766.76,80.00,0.80
5.41,208.00,766.76,80.00,0.80
5.40,208.00,766.76,80.00,0.80
5.40,208.00,766.76,80.00,0.80
5.39,208.00,766.76,80.00,0.80
5.39,208.00,766.76,80.00,0.80
5.38,208.00,766.76,80.00,0.80
5.38,208.00,766.76,80.00,0.80
5.38,208.00,766.76,80.00,0.80
5.37,208.00,683.70,80.00,0.80
5.37,208.00,683.70,80.00,0.80
5.37,208.00,683.70,80.00,0.80
5.37,208.00,683.70,80.00,0.80
5.36,208.00,683.70,80.00,0.80
5.36,208.00,683.70,80.00,0.80
5.36,208.00,683.70,80.00,0.80
5.36,208.00,683.70,80.00,0.80
5.36,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.35,208.00,683.70,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.34,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.33,208.00,642.93,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.31,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.28,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.27,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.25,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.24,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.23,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,545.18,80.00,0.80
5.22,208.00,711.58,421.00,0.80
5.15,208.00,554.29,421.00,0.80
4.92,208.00,539.99,421.00,0.80
4.66,208.00,539.29,421.00,0.80
4.49,208.00,540.54,421.00,0.80
4.37,208.00,541.91,421.00,0.80
4.28,208.00,543.15,421.00,0.80
4.22,208.00,544.23,421.00,0.80
4.16,208.00,545.16,421.00,0.80
4.12,208.00,545.95,421.00,0.80
4.09,208.00,546.60,421.00,0.80
4.06,208.00,547.15,421.00,0.80
4.04,208.00,547.61,421.00,0.80
4.03,208.00,548.01,421.00,0.80
4.02,208.00,548.33,421.00,0.80
4.01,208.00,548.61,421.00,0.80
4.00,208.00,548.86,421.00,0.80
3.99,208.00,549.08,421.00,0.80
3.99,208.00,549.26,421.00,0.80
3.98,208.00,549.43,421.00,0.80
3.98,208.00,549.60,421.00,0.80
3.98,208.00,549.72,421.00,0.80
3.98,208.00,549.86,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.98,208.00,550.01,421.00,0.80
3.99,208.00,550.01,421.00,0.80
3.99,208.00,550.01,421.00,0.80
3.99,208.00,550.01,421.00,0.80
3.99,208.00,550.01,421.00,0.80
3.99,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.00,208.00,550.01,421.00,0.80
4.01,208.00,550.01,421.00,0.80
4.01,208.00,550.01,421.00,0.80
4.01,208.00,550.01,421.00,0.80
4.02,208.00,550.01,421.00,0.80
4.02,208.00,550.01,421.00,0.80
4.02,208.00,550.01,421.00,0.80
4.02,208.00,550.01,421.00,0.80
4.02,208.00,550.01,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.03,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.04,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.05,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.06,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.07,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.09,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.11,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.12,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208.00,554.43,421.00,0.80
4.13,208,579.54,600,0.8
4.13,208,560.00,600,0.8
4.13,208,558.44,600,0.8
4.15,208,558.46,600,0.8
4.17,208,558.28,600,0.8
4.20,208,558.11,600,0.8
4.21,208,557.82,600,0.8
4.23,208,557.65,600,0.8
4.24,208,557.49,600,0.8
